x,y,z,player,worldName,time,block,damaged,cause,weapon,target,oldWorld,itemDrop,entity,hatched,contents,itemHeld,action
-22,67,2037,14,world,7011113,,,,,,,Oak Planks,,,,,
-17,11,1490,14,world,7195414,,,,,,,Cobbled Deepslate,,,,,
-46,82,2040,14,world,12502451,,,,,,,Spider Eye,,,,,
-4362,69,1076,14,world,12645095,,,,,,,Basalt,,,,,
-2524,64,608,14,world,17933572,,,,,,,Bowl,,,,,
-2435,64,596,14,world,18001826,,,,,,,Grass Block,,,,,
-2505,64,631,14,world,19235988,,,,,,,Iron Chestplate,,,,,
-2492,64,603,14,world,19431098,,,,,,,Pumpkin Seeds,,,,,
-2528,64,1044,14,world,19616266,,,,,,,Birch Sapling,,,,,
-2527,64,1048,14,world,19904626,,,,,,,Birch Sapling,,,,,
-2537,56,522,14,world,19967691,,,,,,,Snow Block,,,,,
3175,64,2032,14,world,20799826,,,,,,,Golden Leggings,,,,,
4351,64,14219,14,world,20871134,,,,,,,Birch Sapling,,,,,
4401,94,21303,14,world,20958766,,,,,,,Rotten Flesh,,,,,
1957,65,19488,14,world,20999528,,,,,,,Dirt,,,,,
1106,64,13595,14,world,21034964,,,,,,,Leather,,,,,
-2507,74,771,14,world,22672921,,,,,,,Rotten Flesh,,,,,
-2725,69,614,14,world,26814507,,,,,,,Andesite,,,,,
-2509,50,602,14,world,26991322,,,,,,,Golden Carrot,,,,,
-2435,63,459,14,world,27056243,,,,,,,Iron Ingot,,,,,
-2524,50,614,14,world,28048236,,,,,,,Diorite,,,,,
-2500,64,632,14,world,28110177,,,,,,,Sugar Cane,,,,,
-4404,123,1171,14,world,37875197,,,,,,,Scaffolding,,,,,
-4388,123,1182,14,world,38025376,,,,,,,Pumpkin Seeds,,,,,
-4439,122,1183,14,world,38029635,,,,,,,Shears,,,,,
-4164,66,1082,14,world,41066607,,,,,,,Melon,,,,,
-2298,64,-314,14,world,41080929,,,,,,,Diamond Boots,,,,,
