x,y,z,player,worldName,time,block,damaged,cause,weapon,target,oldWorld,itemDrop,entity,hatched,contents,itemHeld,action
93,53,0,0,world_the_end,4310528,,ENDERMAN,ENTITY_ATTACK,STONE_PICKAXE,,,,,,,,
93,53,0,0,world_the_end,4310900,,ENDERMAN,ENTITY_ATTACK,STONE_PICKAXE,,,,,,,,
15,63,-6,0,world_the_end,4324392,,ENDERMAN,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
2,63,1,0,world_the_end,4325670,,ENDER_DRAGON,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
1,63,1,0,world_the_end,4325932,,ENDER_DRAGON,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
37,61,75,0,world_the_end,4523183,,ENDERMAN,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
37,61,75,0,world_the_end,4522996,,ENDERMAN,ENTITY_SWEEP_ATTACK,IRON_SWORD,,,,,,,,
38,61,74,0,world_the_end,4525956,,ENDERMAN,ENTITY_SWEEP_ATTACK,IRON_SWORD,,,,,,,,
37,61,75,0,world_the_end,4527150,,ENDERMAN,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-900,57,1578,0,world_the_end,4541740,,ENDERMAN,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-1465,58,1761,0,world_the_end,4551002,,ENDERMAN,ENTITY_SWEEP_ATTACK,IRON_SWORD,,,,,,,,
-1465,58,1761,0,world_the_end,4551730,,ENDERMAN,ENTITY_SWEEP_ATTACK,IRON_SWORD,,,,,,,,
-1465,58,1761,0,world_the_end,4551621,,ENDERMAN,ENTITY_SWEEP_ATTACK,IRON_SWORD,,,,,,,,
-1465,58,1761,0,world_the_end,4551969,,ENDERMAN,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-1465,58,1762,0,world_the_end,4553590,,ENDERMAN,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-1861,93,1716,0,world_the_end,4564318,,SHULKER,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-1857,97,1723,0,world_the_end,4564770,,SHULKER,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-1875,134,1723,0,world_the_end,4569350,,SHULKER,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-1859,115,1720,0,world_the_end,4573788,,SHULKER,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-1861,117,1749,0,world_the_end,4575529,,SHULKER,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-1861,92,1702,0,world_the_end,4579450,,SHULKER,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-1858,85,1677,0,world_the_end,4580168,,SHULKER,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-1835,114,1701,0,world_the_end,4581679,,SHULKER,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-1830,118,1735,0,world_the_end,4582852,,SHULKER,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-1834,110,1727,0,world_the_end,4584259,,SHULKER,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-1833,142,1733,0,world_the_end,4592004,,SHULKER,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-1838,121,1730,0,world_the_end,4596923,,SHULKER,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
