x,y,z,player,worldName,time,block,damaged,cause,weapon,target,oldWorld,itemDrop,entity,hatched,contents,itemHeld,action
263,1,4,6,world_the_end,19866582,,,,,,,,,,,ENDER_PEARL,LEFT_CLICK_AIR
263,1,4,6,world_the_end,19867142,,,,,,,,,,,AIR,LEFT_CLICK_AIR
1336,107,-250,6,world_the_end,21771923,,,,,,,,,,,DIAMOND_SWORD,RIGHT_CLICK_BLOCK
1335,115,-253,6,world_the_end,21772327,,,,,,,,,,,DIAMOND_SWORD,RIGHT_CLICK_AIR
1335,115,-245,6,world_the_end,21772911,,,,,,,,,,,DIAMOND_PICKAXE,RIGHT_CLICK_BLOCK
1325,115,-245,6,world_the_end,21773051,,,,,,,,,,,DIAMOND_PICKAXE,RIGHT_CLICK_AIR
1323,119,-246,6,world_the_end,21773184,,,,,,,,,,,DIAMOND_PICKAXE,RIGHT_CLICK_BLOCK
1327,112,-251,6,world_the_end,21775207,,,,,,,,,,,DIAMOND_SWORD,RIGHT_CLICK_AIR
1330,114,-252,6,world_the_end,21779977,,,,,,,,,,,PURPUR_BLOCK,RIGHT_CLICK_BLOCK
1328,136,-222,6,world_the_end,21781169,,,,,,,,,,,AIR,RIGHT_CLICK_BLOCK
1369,106,-249,6,world_the_end,21787477,,,,,,,,,,,ENDER_PEARL,LEFT_CLICK_AIR
1334,56,-131,6,world_the_end,21790558,,,,,,,,,,,DIAMOND_SWORD,LEFT_CLICK_AIR
