x,y,z,player,worldName,time,block,damaged,cause,weapon,target,oldWorld,itemDrop,entity,hatched,contents,itemHeld,action
87,59,11,1,world_the_end,17848256,,,,,,,,,,,DIAMOND_SWORD,LEFT_CLICK_AIR
56,61,-17,1,world_the_end,17848982,,,,,,,,,,,DIAMOND_SWORD,LEFT_CLICK_AIR
373,64,981,1,world_the_end,17850599,,,,,,,,,,,COBBLESTONE,RIGHT_CLICK_AIR
607,57,1127,1,world_the_end,17851741,,,,,,,,,,,COBBLESTONE,RIGHT_CLICK_BLOCK
610,57,1124,1,world_the_end,17851813,,,,,,,,,,,COBBLESTONE,RIGHT_CLICK_BLOCK
614,57,1121,1,world_the_end,17851893,,,,,,,,,,,COBBLESTONE,RIGHT_CLICK_BLOCK
617,57,1118,1,world_the_end,17851965,,,,,,,,,,,COBBLESTONE,RIGHT_CLICK_BLOCK
622,57,1116,1,world_the_end,17852045,,,,,,,,,,,COBBLESTONE,RIGHT_CLICK_BLOCK
627,57,1114,1,world_the_end,17852125,,,,,,,,,,,COBBLESTONE,RIGHT_CLICK_BLOCK
631,57,1111,1,world_the_end,17852205,,,,,,,,,,,COBBLESTONE,RIGHT_CLICK_BLOCK
636,57,1109,1,world_the_end,17852285,,,,,,,,,,,COBBLESTONE,RIGHT_CLICK_BLOCK
850,57,946,1,world_the_end,17853954,,,,,,,,,,,COBBLESTONE,RIGHT_CLICK_BLOCK
853,57,943,1,world_the_end,17854034,,,,,,,,,,,COBBLESTONE,RIGHT_CLICK_BLOCK
857,57,940,1,world_the_end,17854128,,,,,,,,,,,COBBLESTONE,RIGHT_CLICK_BLOCK
860,57,936,1,world_the_end,17854208,,,,,,,,,,,COBBLESTONE,RIGHT_CLICK_BLOCK
865,57,934,1,world_the_end,17854288,,,,,,,,,,,COBBLESTONE,RIGHT_CLICK_BLOCK
870,57,934,1,world_the_end,17854356,,,,,,,,,,,COBBLESTONE,RIGHT_CLICK_BLOCK
876,57,934,1,world_the_end,17854436,,,,,,,,,,,COBBLESTONE,RIGHT_CLICK_BLOCK
883,57,934,1,world_the_end,17854516,,,,,,,,,,,COBBLESTONE,RIGHT_CLICK_BLOCK
889,57,933,1,world_the_end,17854596,,,,,,,,,,,COBBLESTONE,RIGHT_CLICK_AIR
891,57,931,1,world_the_end,17854708,,,,,,,,,,,COBBLESTONE,RIGHT_CLICK_BLOCK
894,57,927,1,world_the_end,17854788,,,,,,,,,,,COBBLESTONE,RIGHT_CLICK_BLOCK
