x,y,z,player,worldName,time,block,damaged,cause,weapon,target,oldWorld,itemDrop,entity,hatched,contents,itemHeld,action
-226,71,39,10,world,2207994,,ZOMBIE,ENTITY_ATTACK,STONE_SWORD,,,,,,,,
-189,64,5,10,world,2347189,,SKELETON,ENTITY_ATTACK,STONE_SWORD,,,,,,,,
-389,18,320,10,world,3052744,,SKELETON,ENTITY_ATTACK,STONE_SWORD,,,,,,,,
-379,22,336,10,world,3055244,,CAVE_SPIDER,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-367,14,283,10,world,3067613,,ZOMBIE,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-412,76,197,10,world,3086614,,SKELETON,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-298,74,-73,10,world,3093963,,ZOMBIE,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-160,66,-15,10,world,3986272,,CREEPER,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-272,71,206,10,world,3999510,,PHANTOM,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-366,14,273,10,world,4427867,,ZOMBIE,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-397,21,230,10,world,4435889,,CREEPER,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-416,19,188,10,world,4439992,,ZOMBIE,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-192,70,-53,10,world,4525044,,PILLAGER,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-157,65,-12,10,world,4558627,,SPIDER,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-198,21,57,10,world,4932872,,ZOMBIE,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-226,22,95,10,world,4934225,,CREEPER,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-239,18,81,10,world,4938298,,ZOMBIE,ENTITY_ATTACK,MELON_SLICE,,,,,,,,
-232,17,114,10,world,4939375,,CAVE_SPIDER,ENTITY_ATTACK,AIR,,,,,,,,
-232,17,104,10,world,4940899,,ZOMBIE,ENTITY_ATTACK,ROTTEN_FLESH,,,,,,,,
-232,17,104,10,world,4940981,,ZOMBIE,ENTITY_ATTACK,ROTTEN_FLESH,,,,,,,,
-229,22,99,10,world,4944814,,ZOMBIE,ENTITY_ATTACK,STONE_SWORD,,,,,,,,
-292,43,45,10,world,4953187,,ZOMBIE,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-298,33,7,10,world,4984866,,ZOMBIE,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-298,11,45,10,world,4986333,,WITCH,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
-189,64,0,10,world,5059652,,ZOMBIE,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
