x,y,z,player,worldName,time,block,damaged,cause,weapon,target,oldWorld,itemDrop,entity,hatched,contents,itemHeld,action
202,64,-23,42,world,34961846,,SKELETON,ENTITY_ATTACK,STONE_AXE,,,,,,,,
576,64,156,42,world,34968498,,COW,ENTITY_ATTACK,FLINT_AND_STEEL,,,,,,,,
556,59,758,42,world,34974812,,ZOMBIE,ENTITY_ATTACK,WOODEN_SWORD,,,,,,,,
875,33,965,42,world,34996472,,CREEPER,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
818,21,989,42,world,35002025,,ZOMBIE,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
861,70,941,42,world,35008534,,ZOMBIE,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
895,45,922,42,world,40997260,,SKELETON,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
990,85,1004,42,world,41055708,,ZOMBIE,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
974,85,1008,42,world,41057022,,ZOMBIE,ENTITY_ATTACK,IRON_AXE,,,,,,,,
1050,13,934,42,world,41104609,,ZOMBIE,ENTITY_ATTACK,IRON_SWORD,,,,,,,,
